rowIndex,country_region_code,country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
858,TW,Taiwan,2020-04-30,-8.0,5.0,-4.0,-15.0,6.0,-2.0
859,TW,Taiwan,2020-05-01,3.0,15.0,39.0,-16.0,-36.0,9.0
860,TW,Taiwan,2020-05-02,-10.0,4.0,13.0,-25.0,-5.0,4.0
861,TW,Taiwan,2020-05-03,-9.0,2.0,18.0,-21.0,-6.0,2.0
862,TW,Taiwan,2020-05-04,-12.0,4.0,-6.0,-19.0,5.0,3.0
863,TW,Taiwan,2020-05-05,-11.0,8.0,-3.0,-19.0,9.0,2.0
864,TW,Taiwan,2020-05-06,-14.0,4.0,-7.0,-17.0,9.0,2.0
865,TW,Taiwan,2020-05-07,-10.0,3.0,-13.0,-18.0,7.0,-1.0
866,TW,Taiwan,2020-05-08,-5.0,9.0,-3.0,-9.0,4.0,2.0
867,TW,Taiwan,2020-05-09,-5.0,9.0,-4.0,-20.0,2.0,2.0
868,TW,Taiwan,2020-05-10,-5.0,6.0,-1.0,-19.0,-8.0,1.0
869,TW,Taiwan,2020-05-11,-10.0,9.0,-10.0,-17.0,5.0,3.0
870,TW,Taiwan,2020-05-12,-15.0,3.0,-14.0,-19.0,8.0,3.0
871,TW,Taiwan,2020-05-13,-11.0,4.0,1.0,-15.0,9.0,2.0
872,TW,Taiwan,2020-05-14,-10.0,0.0,-9.0,-18.0,7.0,-2.0
873,TW,Taiwan,2020-05-15,-5.0,6.0,0.0,-11.0,2.0,1.0
874,TW,Taiwan,2020-05-16,-12.0,1.0,-14.0,-25.0,1.0,4.0
875,TW,Taiwan,2020-05-17,-3.0,7.0,13.0,-21.0,-5.0,3.0
876,TW,Taiwan,2020-05-18,-17.0,-3.0,-21.0,-20.0,3.0,4.0
877,TW,Taiwan,2020-05-19,-23.0,-7.0,-34.0,-23.0,6.0,5.0
878,TW,Taiwan,2020-05-20,-14.0,2.0,-17.0,-18.0,8.0,3.0
879,TW,Taiwan,2020-05-21,-24.0,-12.0,-38.0,-23.0,5.0,1.0
880,TW,Taiwan,2020-05-22,-28.0,-11.0,-47.0,-21.0,-1.0,7.0
881,TW,Taiwan,2020-05-23,-13.0,5.0,-36.0,-28.0,-1.0,6.0
882,TW,Taiwan,2020-05-24,0.0,10.0,19.0,-17.0,-5.0,2.0
883,TW,Taiwan,2020-05-25,-7.0,9.0,-6.0,-16.0,4.0,3.0
884,TW,Taiwan,2020-05-26,-14.0,1.0,-15.0,-19.0,8.0,3.0
885,TW,Taiwan,2020-05-27,-20.0,-5.0,-26.0,-19.0,6.0,4.0
886,TW,Taiwan,2020-05-28,-20.0,-9.0,-38.0,-22.0,4.0,1.0
887,TW,Taiwan,2020-05-29,-9.0,3.0,-17.0,-11.0,3.0,3.0
888,TW,Taiwan,2020-05-30,-4.0,9.0,2.0,-17.0,2.0,2.0
889,TW,Taiwan,2020-05-31,-2.0,8.0,19.0,-15.0,-6.0,1.0
890,TW,Taiwan,2020-06-01,-10.0,6.0,-10.0,-17.0,5.0,2.0
891,TW,Taiwan,2020-06-02,-10.0,6.0,-6.0,-17.0,9.0,2.0
892,TW,Taiwan,2020-06-03,-10.0,5.0,0.0,-14.0,8.0,2.0
893,TW,Taiwan,2020-06-04,-9.0,3.0,-9.0,-16.0,7.0,-1.0
894,TW,Taiwan,2020-06-05,-3.0,13.0,-2.0,-8.0,3.0,1.0
895,TW,Taiwan,2020-06-06,-5.0,9.0,-4.0,-16.0,1.0,2.0
896,TW,Taiwan,2020-06-07,-10.0,2.0,-11.0,-19.0,-9.0,3.0
897,TW,Taiwan,2020-06-08,-16.0,0.0,-24.0,-18.0,3.0,4.0
898,TW,Taiwan,2020-06-09,-12.0,5.0,-11.0,-16.0,8.0,2.0
899,TW,Taiwan,2020-06-10,-8.0,8.0,0.0,-13.0,8.0,1.0
900,TW,Taiwan,2020-06-11,-7.0,4.0,-10.0,-15.0,6.0,-2.0
901,TW,Taiwan,2020-06-12,-3.0,7.0,-3.0,-9.0,2.0,1.0
902,TW,Taiwan,2020-06-13,-3.0,8.0,2.0,-13.0,2.0,1.0
903,TW,Taiwan,2020-06-14,-6.0,4.0,5.0,-15.0,-8.0,2.0
904,TW,Taiwan,2020-06-15,-5.0,8.0,-4.0,-14.0,3.0,2.0
905,TW,Taiwan,2020-06-16,-7.0,7.0,-1.0,-14.0,7.0,2.0
906,TW,Taiwan,2020-06-17,-9.0,5.0,2.0,-13.0,6.0,1.0
907,TW,Taiwan,2020-06-18,-7.0,3.0,-9.0,-16.0,5.0,-2.0
908,TW,Taiwan,2020-06-19,-6.0,6.0,-5.0,-14.0,2.0,2.0
909,TW,Taiwan,2020-06-20,-8.0,7.0,-15.0,-13.0,67.0,-4.0
910,TW,Taiwan,2020-06-21,-1.0,10.0,16.0,-15.0,-5.0,2.0
911,TW,Taiwan,2020-06-22,-5.0,8.0,-3.0,-14.0,1.0,2.0
912,TW,Taiwan,2020-06-23,-5.0,8.0,-2.0,-12.0,4.0,2.0
913,TW,Taiwan,2020-06-24,1.0,13.0,2.0,2.0,3.0,-1.0
914,TW,Taiwan,2020-06-25,7.0,15.0,34.0,-12.0,-60.0,8.0
915,TW,Taiwan,2020-06-26,8.0,11.0,65.0,-14.0,-57.0,12.0
916,TW,Taiwan,2020-06-27,-5.0,3.0,22.0,-12.0,-17.0,1.0
917,TW,Taiwan,2020-06-28,-6.0,3.0,10.0,-13.0,-11.0,1.0
918,TW,Taiwan,2020-06-29,-6.0,7.0,-4.0,-13.0,-1.0,2.0
919,TW,Taiwan,2020-06-30,-7.0,7.0,-6.0,-14.0,3.0,2.0
920,TW,Taiwan,2020-07-01,-13.0,3.0,-11.0,-15.0,2.0,2.0
921,TW,Taiwan,2020-07-02,-14.0,-3.0,-25.0,-18.0,0.0,0.0
922,TW,Taiwan,2020-07-03,-3.0,10.0,-5.0,-11.0,-3.0,2.0
923,TW,Taiwan,2020-07-04,-3.0,11.0,-2.0,-15.0,0.0,1.0
924,TW,Taiwan,2020-07-05,-1.0,12.0,13.0,-15.0,-8.0,2.0
925,TW,Taiwan,2020-07-06,-4.0,15.0,-1.0,-13.0,-3.0,2.0
926,TW,Taiwan,2020-07-07,-6.0,13.0,2.0,-13.0,0.0,2.0
927,TW,Taiwan,2020-07-08,-8.0,5.0,2.0,-12.0,1.0,2.0
928,TW,Taiwan,2020-07-09,-6.0,4.0,-6.0,-14.0,-1.0,-1.0
929,TW,Taiwan,2020-07-10,-1.0,10.0,1.0,-8.0,-4.0,2.0
930,TW,Taiwan,2020-07-11,-2.0,9.0,3.0,-12.0,-3.0,1.0
931,TW,Taiwan,2020-07-12,1.0,11.0,17.0,-11.0,-10.0,0.0
932,TW,Taiwan,2020-07-13,-4.0,9.0,1.0,-13.0,-4.0,2.0
933,TW,Taiwan,2020-07-14,-3.0,7.0,2.0,-11.0,0.0,2.0
934,TW,Taiwan,2020-07-15,-5.0,13.0,1.0,-11.0,-5.0,3.0
935,TW,Taiwan,2020-07-16,0.0,11.0,-1.0,-12.0,-7.0,0.0
936,TW,Taiwan,2020-07-17,2.0,12.0,10.0,-8.0,-10.0,3.0
937,TW,Taiwan,2020-07-18,0.0,13.0,9.0,-10.0,-3.0,0.0
938,TW,Taiwan,2020-07-19,3.0,11.0,20.0,-9.0,-11.0,0.0
939,TW,Taiwan,2020-07-20,-1.0,12.0,2.0,-11.0,-9.0,3.0
940,TW,Taiwan,2020-07-21,-2.0,12.0,6.0,-12.0,-5.0,2.0
941,TW,Taiwan,2020-07-22,-4.0,11.0,8.0,-10.0,-3.0,2.0
942,TW,Taiwan,2020-07-23,-2.0,6.0,-2.0,-12.0,-5.0,-1.0
943,TW,Taiwan,2020-07-24,1.0,9.0,8.0,-8.0,-9.0,3.0
944,TW,Taiwan,2020-07-25,0.0,9.0,6.0,-10.0,-5.0,0.0
945,TW,Taiwan,2020-07-26,2.0,8.0,18.0,-9.0,-12.0,0.0
946,TW,Taiwan,2020-07-27,-2.0,9.0,1.0,-12.0,-8.0,3.0
947,TW,Taiwan,2020-07-28,-7.0,4.0,-1.0,-13.0,-4.0,3.0
948,TW,Taiwan,2020-07-29,-5.0,7.0,8.0,-10.0,-4.0,2.0
949,TW,Taiwan,2020-07-30,-2.0,4.0,0.0,-12.0,-6.0,-1.0
950,TW,Taiwan,2020-07-31,1.0,9.0,7.0,-8.0,-9.0,3.0
951,TW,Taiwan,2020-08-01,-1.0,8.0,6.0,-10.0,-4.0,0.0
952,TW,Taiwan,2020-08-02,0.0,8.0,13.0,-11.0,-12.0,0.0
953,TW,Taiwan,2020-08-03,-15.0,-1.0,-25.0,-20.0,-10.0,6.0
954,TW,Taiwan,2020-08-04,-9.0,5.0,-13.0,-16.0,-4.0,4.0
955,TW,Taiwan,2020-08-05,-4.0,11.0,3.0,-11.0,-3.0,2.0
956,TW,Taiwan,2020-08-06,-1.0,8.0,-2.0,-12.0,-5.0,-1.0
957,TW,Taiwan,2020-08-07,2.0,11.0,7.0,-6.0,-8.0,1.0
958,TW,Taiwan,2020-08-08,3.0,10.0,4.0,-12.0,-7.0,-1.0
959,TW,Taiwan,2020-08-09,4.0,9.0,24.0,-7.0,-12.0,-1.0
960,TW,Taiwan,2020-08-10,-8.0,4.0,-9.0,-13.0,-9.0,3.0
961,TW,Taiwan,2020-08-11,-8.0,6.0,-8.0,-16.0,-6.0,4.0
962,TW,Taiwan,2020-08-12,-5.0,6.0,5.0,-10.0,-4.0,2.0
963,TW,Taiwan,2020-08-13,-2.0,5.0,-1.0,-12.0,-6.0,-1.0
964,TW,Taiwan,2020-08-14,-1.0,6.0,6.0,-7.0,-10.0,2.0
965,TW,Taiwan,2020-08-15,-3.0,6.0,4.0,-9.0,-6.0,0.0
966,TW,Taiwan,2020-08-16,4.0,9.0,24.0,-5.0,-12.0,-1.0
967,TW,Taiwan,2020-08-17,0.0,11.0,11.0,-10.0,-10.0,2.0
968,TW,Taiwan,2020-08-18,-4.0,9.0,5.0,-11.0,-5.0,2.0
969,TW,Taiwan,2020-08-19,-7.0,6.0,2.0,-11.0,-5.0,3.0
970,TW,Taiwan,2020-08-20,-5.0,3.0,-4.0,-14.0,-6.0,-1.0
971,TW,Taiwan,2020-08-21,-3.0,5.0,3.0,-8.0,-10.0,3.0
972,TW,Taiwan,2020-08-22,-8.0,2.0,-12.0,-14.0,-6.0,2.0
973,TW,Taiwan,2020-08-23,1.0,8.0,16.0,-11.0,-12.0,1.0
974,TW,Taiwan,2020-08-24,-1.0,7.0,6.0,-13.0,-10.0,3.0
975,TW,Taiwan,2020-08-25,-2.0,8.0,4.0,-12.0,-6.0,3.0
976,TW,Taiwan,2020-08-26,-13.0,-1.0,-6.0,-14.0,-6.0,4.0
977,TW,Taiwan,2020-08-27,-15.0,-8.0,-27.0,-19.0,-8.0,2.0
978,TW,Taiwan,2020-08-28,-2.0,10.0,-6.0,-12.0,-9.0,3.0
979,TW,Taiwan,2020-08-29,-4.0,10.0,0.0,-15.0,-3.0,1.0
980,TW,Taiwan,2020-08-30,-2.0,9.0,8.0,-16.0,-9.0,1.0
981,TW,Taiwan,2020-08-31,-10.0,8.0,-19.0,-17.0,-5.0,3.0
982,TW,Taiwan,2020-09-01,-7.0,15.0,-11.0,-15.0,-2.0,2.0
983,TW,Taiwan,2020-09-02,-15.0,2.0,-12.0,-16.0,-5.0,3.0
984,TW,Taiwan,2020-09-03,-13.0,-5.0,-16.0,-16.0,-4.0,-1.0
985,TW,Taiwan,2020-09-04,-5.0,2.0,-4.0,-10.0,-6.0,1.0
986,TW,Taiwan,2020-09-05,-2.0,5.0,2.0,-14.0,-3.0,0.0
987,TW,Taiwan,2020-09-06,2.0,6.0,19.0,-12.0,-10.0,0.0
988,TW,Taiwan,2020-09-07,-6.0,4.0,-2.0,-13.0,-5.0,1.0
989,TW,Taiwan,2020-09-08,-8.0,3.0,-3.0,-13.0,-2.0,1.0
990,TW,Taiwan,2020-09-09,-11.0,0.0,-5.0,-12.0,-1.0,1.0
991,TW,Taiwan,2020-09-10,-8.0,-1.0,-12.0,-13.0,-2.0,-3.0
992,TW,Taiwan,2020-09-11,-3.0,4.0,-2.0,-7.0,-4.0,0.0
993,TW,Taiwan,2020-09-12,-4.0,2.0,-5.0,-13.0,-1.0,0.0
994,TW,Taiwan,2020-09-13,2.0,6.0,14.0,-9.0,-9.0,0.0
995,TW,Taiwan,2020-09-14,-6.0,3.0,-4.0,-13.0,-1.0,1.0
996,TW,Taiwan,2020-09-15,-8.0,4.0,-4.0,-13.0,3.0,0.0
997,TW,Taiwan,2020-09-16,-10.0,1.0,-4.0,-12.0,3.0,0.0
998,TW,Taiwan,2020-09-17,-8.0,-2.0,-9.0,-13.0,1.0,-3.0
999,TW,Taiwan,2020-09-18,-6.0,0.0,-4.0,-5.0,-2.0,0.0
1000,TW,Taiwan,2020-09-19,-2.0,2.0,4.0,-8.0,0.0,-1.0
1001,TW,Taiwan,2020-09-20,-2.0,1.0,9.0,-8.0,-9.0,0.0
1002,TW,Taiwan,2020-09-21,-6.0,2.0,0.0,-11.0,-2.0,0.0
1003,TW,Taiwan,2020-09-22,-8.0,2.0,0.0,-10.0,2.0,0.0
1004,TW,Taiwan,2020-09-23,-10.0,1.0,1.0,-8.0,4.0,0.0
1005,TW,Taiwan,2020-09-24,-13.0,-6.0,-19.0,-12.0,1.0,-2.0
1006,TW,Taiwan,2020-09-25,-8.0,2.0,-9.0,-9.0,0.0,2.0
1007,TW,Taiwan,2020-09-26,-12.0,0.0,-17.0,-8.0,67.0,-5.0
1008,TW,Taiwan,2020-09-27,-10.0,-2.0,-12.0,-16.0,-9.0,3.0
1009,TW,Taiwan,2020-09-28,-13.0,-1.0,-21.0,-12.0,-1.0,2.0
1010,TW,Taiwan,2020-09-29,-6.0,8.0,-6.0,-7.0,4.0,0.0
1011,TW,Taiwan,2020-09-30,-3.0,14.0,-6.0,12.0,3.0,-3.0
1012,TW,Taiwan,2020-10-01,7.0,23.0,39.0,-5.0,-59.0,4.0
1013,TW,Taiwan,2020-10-02,3.0,13.0,61.0,-12.0,-58.0,10.0
1014,TW,Taiwan,2020-10-03,-10.0,2.0,21.0,-8.0,-18.0,0.0
1015,TW,Taiwan,2020-10-04,-6.0,2.0,18.0,-1.0,-9.0,-1.0
1016,TW,Taiwan,2020-10-05,-13.0,5.0,-17.0,-9.0,0.0,1.0
1017,TW,Taiwan,2020-10-06,-10.0,8.0,-7.0,-9.0,4.0,0.0
1018,TW,Taiwan,2020-10-07,-11.0,4.0,-4.0,-7.0,5.0,0.0
1019,TW,Taiwan,2020-10-08,-3.0,5.0,-11.0,2.0,3.0,-5.0
1020,TW,Taiwan,2020-10-09,10.0,15.0,35.0,-9.0,-51.0,10.0
1021,TW,Taiwan,2020-10-10,-5.0,5.0,22.0,-11.0,-13.0,2.0
1022,TW,Taiwan,2020-10-11,-3.0,4.0,16.0,-6.0,-6.0,1.0
1023,TW,Taiwan,2020-10-12,-10.0,6.0,-10.0,-9.0,1.0,1.0
1024,TW,Taiwan,2020-10-13,-13.0,3.0,-14.0,-10.0,4.0,1.0
1025,TW,Taiwan,2020-10-14,-10.0,3.0,-4.0,-6.0,6.0,0.0
1026,TW,Taiwan,2020-10-15,-9.0,0.0,-13.0,-9.0,4.0,-3.0
1027,TW,Taiwan,2020-10-16,-6.0,4.0,-10.0,-2.0,1.0,1.0
1028,TW,Taiwan,2020-10-17,-4.0,4.0,-2.0,-5.0,4.0,0.0
1029,TW,Taiwan,2020-10-18,0.0,4.0,14.0,-2.0,-6.0,0.0
1030,TW,Taiwan,2020-10-19,-10.0,2.0,-10.0,-10.0,1.0,1.0
1031,TW,Taiwan,2020-10-20,-11.0,3.0,-9.0,-9.0,5.0,1.0
1032,TW,Taiwan,2020-10-21,-14.0,0.0,-12.0,-8.0,6.0,1.0
1033,TW,Taiwan,2020-10-22,-14.0,-4.0,-26.0,-12.0,4.0,-2.0
1034,TW,Taiwan,2020-10-23,-8.0,3.0,-18.0,-3.0,1.0,1.0
1035,TW,Taiwan,2020-10-24,-1.0,10.0,5.0,-4.0,4.0,-1.0
1036,TW,Taiwan,2020-10-25,-2.0,6.0,24.0,-4.0,-5.0,0.0
1037,TW,Taiwan,2020-10-26,-8.0,6.0,-1.0,-8.0,1.0,1.0
1038,TW,Taiwan,2020-10-27,-9.0,6.0,0.0,-8.0,6.0,0.0
1039,TW,Taiwan,2020-10-28,-11.0,2.0,-1.0,-9.0,7.0,0.0
1040,TW,Taiwan,2020-10-29,-10.0,-1.0,-14.0,-13.0,5.0,-3.0
1041,TW,Taiwan,2020-10-30,-4.0,6.0,-5.0,-4.0,2.0,0.0
1042,TW,Taiwan,2020-10-31,-2.0,5.0,12.0,-7.0,5.0,-1.0
1043,TW,Taiwan,2020-11-01,0.0,5.0,25.0,-6.0,-4.0,0.0
1044,US,United States,2020-02-15,6.0,2.0,15.0,3.0,2.0,-1.0
1045,US,United States,2020-02-16,7.0,1.0,16.0,2.0,0.0,-1.0
1046,US,United States,2020-02-17,6.0,0.0,28.0,-9.0,-24.0,5.0
1047,US,United States,2020-02-18,0.0,-1.0,6.0,1.0,0.0,1.0
1048,US,United States,2020-02-19,2.0,0.0,8.0,1.0,1.0,0.0
1049,US,United States,2020-02-20,1.0,0.0,4.0,0.0,0.0,1.0
1050,US,United States,2020-02-21,2.0,-2.0,4.0,1.0,0.0,0.0
1051,US,United States,2020-02-22,7.0,3.0,23.0,5.0,4.0,-1.0
1052,US,United States,2020-02-23,7.0,3.0,23.0,5.0,2.0,-1.0
1053,US,United States,2020-02-24,2.0,1.0,9.0,1.0,3.0,0.0
1054,US,United States,2020-02-25,4.0,1.0,9.0,2.0,2.0,0.0
1055,US,United States,2020-02-26,7.0,2.0,5.0,3.0,2.0,-1.0
1056,US,United States,2020-02-27,8.0,3.0,12.0,4.0,2.0,0.0
1057,US,United States,2020-02-28,8.0,3.0,10.0,5.0,2.0,-1.0
1058,US,United States,2020-02-29,12.0,7.0,21.0,7.0,4.0,-2.0
1059,US,United States,2020-03-01,13.0,9.0,18.0,7.0,3.0,-1.0
1060,US,United States,2020-03-02,7.0,6.0,10.0,2.0,3.0,-1.0
1061,US,United States,2020-03-03,11.0,10.0,20.0,3.0,2.0,-1.0
1062,US,United States,2020-03-04,8.0,6.0,17.0,2.0,3.0,-1.0
1063,US,United States,2020-03-05,8.0,7.0,21.0,2.0,3.0,-1.0
1064,US,United States,2020-03-06,5.0,3.0,12.0,2.0,2.0,-1.0
1065,US,United States,2020-03-07,10.0,8.0,29.0,7.0,5.0,-1.0
1066,US,United States,2020-03-08,10.0,7.0,40.0,5.0,2.0,-1.0
1067,US,United States,2020-03-09,6.0,6.0,31.0,-1.0,0.0,0.0
1068,US,United States,2020-03-10,6.0,7.0,18.0,-3.0,-2.0,1.0
1069,US,United States,2020-03-11,8.0,10.0,26.0,-2.0,-1.0,0.0
1070,US,United States,2020-03-12,6.0,23.0,19.0,-6.0,-3.0,1.0
1071,US,United States,2020-03-13,2.0,26.0,4.0,-10.0,-7.0,3.0
1072,US,United States,2020-03-14,-6.0,18.0,3.0,-10.0,-1.0,3.0
1073,US,United States,2020-03-15,-9.0,12.0,5.0,-13.0,-7.0,3.0
1074,US,United States,2020-03-16,-8.0,21.0,-1.0,-22.0,-20.0,8.0
1075,US,United States,2020-03-17,-18.0,14.0,8.0,-26.0,-27.0,11.0
1076,US,United States,2020-03-18,-24.0,8.0,6.0,-30.0,-31.0,13.0
1077,US,United States,2020-03-19,-28.0,7.0,2.0,-36.0,-33.0,15.0
1078,US,United States,2020-03-20,-32.0,5.0,-2.0,-37.0,-36.0,16.0
1079,US,United States,2020-03-21,-40.0,-2.0,-3.0,-36.0,-24.0,12.0
1080,US,United States,2020-03-22,-44.0,-13.0,-12.0,-44.0,-31.0,11.0
1081,US,United States,2020-03-23,-38.0,-10.0,-23.0,-47.0,-41.0,17.0
1082,US,United States,2020-03-24,-39.0,-12.0,-10.0,-46.0,-45.0,19.0
1083,US,United States,2020-03-25,-40.0,-15.0,-7.0,-47.0,-46.0,19.0
1084,US,United States,2020-03-26,-40.0,-14.0,3.0,-48.0,-47.0,20.0
1085,US,United States,2020-03-27,-42.0,-16.0,-7.0,-49.0,-46.0,21.0
1086,US,United States,2020-03-28,-48.0,-19.0,-25.0,-49.0,-34.0,15.0
1087,US,United States,2020-03-29,-47.0,-22.0,-19.0,-51.0,-38.0,12.0
1088,US,United States,2020-03-30,-40.0,-18.0,-15.0,-50.0,-48.0,19.0
1089,US,United States,2020-03-31,-40.0,-16.0,-16.0,-49.0,-49.0,20.0
1090,US,United States,2020-04-01,-37.0,-11.0,-7.0,-48.0,-49.0,20.0
1091,US,United States,2020-04-02,-40.0,-11.0,-9.0,-51.0,-50.0,21.0
1092,US,United States,2020-04-03,-42.0,-12.0,-21.0,-51.0,-50.0,22.0
1093,US,United States,2020-04-04,-48.0,-15.0,-24.0,-50.0,-37.0,15.0
1094,US,United States,2020-04-05,-49.0,-20.0,-20.0,-54.0,-40.0,13.0
1095,US,United States,2020-04-06,-42.0,-16.0,-10.0,-52.0,-50.0,20.0
1096,US,United States,2020-04-07,-42.0,-14.0,-2.0,-51.0,-51.0,21.0
1097,US,United States,2020-04-08,-42.0,-15.0,-6.0,-51.0,-51.0,21.0
1098,US,United States,2020-04-09,-43.0,-13.0,-21.0,-54.0,-52.0,22.0
1099,US,United States,2020-04-10,-43.0,-13.0,-21.0,-54.0,-56.0,24.0
1100,US,United States,2020-04-11,-45.0,-7.0,-16.0,-49.0,-38.0,14.0
1101,US,United States,2020-04-12,-63.0,-39.0,-36.0,-56.0,-45.0,13.0
1102,US,United States,2020-04-13,-45.0,-22.0,-31.0,-55.0,-51.0,21.0
1103,US,United States,2020-04-14,-40.0,-16.0,-15.0,-50.0,-50.0,20.0
1104,US,United States,2020-04-15,-36.0,-13.0,-16.0,-49.0,-49.0,20.0
1105,US,United States,2020-04-16,-39.0,-13.0,-14.0,-50.0,-49.0,21.0
1106,US,United States,2020-04-17,-42.0,-17.0,-22.0,-51.0,-48.0,22.0
1107,US,United States,2020-04-18,-45.0,-15.0,-20.0,-47.0,-33.0,14.0
1108,US,United States,2020-04-19,-45.0,-19.0,-10.0,-50.0,-37.0,11.0
1109,US,United States,2020-04-20,-39.0,-16.0,-7.0,-49.0,-48.0,19.0
1110,US,United States,2020-04-21,-38.0,-14.0,-8.0,-49.0,-49.0,20.0
1111,US,United States,2020-04-22,-38.0,-14.0,-9.0,-48.0,-49.0,20.0
1112,US,United States,2020-04-23,-40.0,-14.0,-14.0,-50.0,-49.0,21.0
1113,US,United States,2020-04-24,-40.0,-16.0,-14.0,-50.0,-48.0,21.0
1114,US,United States,2020-04-25,-41.0,-11.0,2.0,-42.0,-32.0,12.0
1115,US,United States,2020-04-26,-42.0,-16.0,-11.0,-48.0,-36.0,11.0
1116,US,United States,2020-04-27,-35.0,-13.0,-4.0,-48.0,-46.0,18.0
1117,US,United States,2020-04-28,-34.0,-10.0,6.0,-45.0,-48.0,12.0
1118,US,United States,2020-04-29,-34.0,-11.0,-7.0,-46.0,-47.0,19.0
1119,US,United States,2020-04-30,-34.0,-9.0,-7.0,-47.0,-47.0,19.0
1120,US,United States,2020-05-01,-32.0,-7.0,7.0,-43.0,-45.0,18.0
1121,US,United States,2020-05-02,-34.0,-4.0,28.0,-35.0,-29.0,10.0
1122,US,United States,2020-05-03,-34.0,-8.0,22.0,-40.0,-31.0,8.0
1123,US,United States,2020-05-04,-29.0,-7.0,5.0,-44.0,-44.0,16.0
1124,US,United States,2020-05-05,-28.0,-3.0,5.0,-43.0,-45.0,17.0
1125,US,United States,2020-05-06,-29.0,-6.0,6.0,-43.0,-44.0,17.0
1126,US,United States,2020-05-07,-29.0,-3.0,21.0,-42.0,-44.0,17.0
1127,US,United States,2020-05-08,-32.0,-5.0,-2.0,-43.0,-43.0,18.0
1128,US,United States,2020-05-09,-30.0,7.0,9.0,-35.0,-26.0,9.0
1129,US,United States,2020-05-10,-30.0,1.0,6.0,-37.0,-27.0,7.0
1130,US,United States,2020-05-11,-31.0,-11.0,-3.0,-44.0,-42.0,16.0
1131,US,United States,2020-05-12,-28.0,-6.0,10.0,-41.0,-43.0,16.0
1132,US,United States,2020-05-13,-26.0,-5.0,18.0,-40.0,-42.0,16.0
1133,US,United States,2020-05-14,-28.0,-5.0,17.0,-42.0,-43.0,17.0
1134,US,United States,2020-05-15,-29.0,-7.0,21.0,-40.0,-42.0,16.0
1135,US,United States,2020-05-16,-30.0,-3.0,32.0,-34.0,-24.0,9.0
1136,US,United States,2020-05-17,-30.0,-8.0,17.0,-39.0,-25.0,8.0
1137,US,United States,2020-05-18,-26.0,-8.0,2.0,-43.0,-40.0,15.0
1138,US,United States,2020-05-19,-24.0,-4.0,15.0,-40.0,-41.0,15.0
1139,US,United States,2020-05-20,-22.0,-3.0,23.0,-38.0,-41.0,15.0
1140,US,United States,2020-05-21,-22.0,-1.0,31.0,-37.0,-41.0,15.0
1141,US,United States,2020-05-22,-24.0,-2.0,31.0,-36.0,-41.0,15.0
1142,US,United States,2020-05-23,-27.0,0.0,43.0,-30.0,-21.0,7.0
1143,US,United States,2020-05-24,-25.0,-2.0,57.0,-33.0,-24.0,5.0
1144,US,United States,2020-05-25,-28.0,-8.0,60.0,-48.0,-72.0,20.0
1145,US,United States,2020-05-26,-22.0,-3.0,28.0,-37.0,-39.0,14.0
1146,US,United States,2020-05-27,-21.0,-4.0,32.0,-37.0,-38.0,14.0
1147,US,United States,2020-05-28,-21.0,-2.0,26.0,-37.0,-38.0,14.0
1148,US,United States,2020-05-29,-23.0,-5.0,29.0,-36.0,-37.0,14.0
1149,US,United States,2020-05-30,-24.0,-1.0,48.0,-26.0,-12.0,6.0
1150,US,United States,2020-05-31,-23.0,-4.0,47.0,-30.0,-16.0,5.0
1151,US,United States,2020-06-01,-18.0,-2.0,28.0,-36.0,-37.0,12.0
1152,US,United States,2020-06-02,-18.0,0.0,35.0,-36.0,-37.0,13.0
1153,US,United States,2020-06-03,-16.0,1.0,33.0,-35.0,-37.0,13.0
1154,US,United States,2020-06-04,-18.0,1.0,40.0,-35.0,-37.0,13.0
1155,US,United States,2020-06-05,-20.0,-2.0,34.0,-34.0,-36.0,13.0
1156,US,United States,2020-06-06,-21.0,1.0,51.0,-25.0,-13.0,5.0
1157,US,United States,2020-06-07,-19.0,-2.0,53.0,-28.0,-16.0,4.0
1158,US,United States,2020-06-08,-16.0,-2.0,39.0,-34.0,-36.0,11.0
1159,US,United States,2020-06-09,-16.0,-1.0,36.0,-34.0,-36.0,12.0
1160,US,United States,2020-06-10,-14.0,-1.0,40.0,-33.0,-36.0,12.0
1161,US,United States,2020-06-11,-15.0,0.0,49.0,-33.0,-36.0,12.0
1162,US,United States,2020-06-12,-17.0,-1.0,57.0,-30.0,-35.0,11.0
1163,US,United States,2020-06-13,-18.0,2.0,74.0,-20.0,-10.0,4.0
1164,US,United States,2020-06-14,-16.0,-2.0,68.0,-23.0,-13.0,3.0
1165,US,United States,2020-06-15,-14.0,-2.0,45.0,-32.0,-35.0,11.0
1166,US,United States,2020-06-16,-13.0,1.0,57.0,-31.0,-36.0,11.0
1167,US,United States,2020-06-17,-12.0,0.0,58.0,-31.0,-36.0,11.0
1168,US,United States,2020-06-18,-13.0,1.0,59.0,-31.0,-36.0,11.0
1169,US,United States,2020-06-19,-15.0,0.0,60.0,-28.0,-36.0,9.0
1170,US,United States,2020-06-20,-17.0,6.0,69.0,-20.0,-11.0,3.0
