rowIndex,country_region_code,country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
321,FR,France,2020-04-15,-82.0,-32.0,-59.0,-78.0,-68.0,29.0
322,FR,France,2020-04-16,-81.0,-31.0,-58.0,-78.0,-69.0,31.0
323,FR,France,2020-04-17,-81.0,-33.0,-62.0,-79.0,-68.0,35.0
324,FR,France,2020-04-18,-86.0,-46.0,-73.0,-78.0,-52.0,23.0
325,FR,France,2020-04-19,-85.0,-65.0,-77.0,-81.0,-49.0,17.0
326,FR,France,2020-04-20,-79.0,-40.0,-61.0,-78.0,-68.0,30.0
327,FR,France,2020-04-21,-79.0,-37.0,-59.0,-77.0,-68.0,31.0
328,FR,France,2020-04-22,-81.0,-38.0,-58.0,-76.0,-65.0,28.0
329,FR,France,2020-04-23,-79.0,-34.0,-55.0,-76.0,-67.0,30.0
330,FR,France,2020-04-24,-79.0,-35.0,-58.0,-77.0,-66.0,33.0
331,FR,France,2020-04-25,-84.0,-43.0,-70.0,-76.0,-49.0,22.0
332,FR,France,2020-04-26,-83.0,-58.0,-68.0,-77.0,-43.0,16.0
333,FR,France,2020-04-27,-76.0,-36.0,-56.0,-76.0,-65.0,28.0
334,FR,France,2020-04-28,-77.0,-34.0,-60.0,-76.0,-65.0,28.0
335,FR,France,2020-04-29,-77.0,-32.0,-59.0,-75.0,-62.0,27.0
336,FR,France,2020-04-30,-73.0,-16.0,-61.0,-75.0,-64.0,28.0
337,FR,France,2020-05-01,-91.0,-87.0,-71.0,-87.0,-88.0,42.0
338,FR,France,2020-05-02,-78.0,-26.0,-72.0,-73.0,-46.0,21.0
339,FR,France,2020-05-03,-81.0,-56.0,-67.0,-76.0,-39.0,16.0
340,FR,France,2020-05-04,-70.0,-24.0,-49.0,-72.0,-60.0,26.0
341,FR,France,2020-05-05,-70.0,-23.0,-52.0,-71.0,-60.0,27.0
342,FR,France,2020-05-06,-72.0,-23.0,-49.0,-69.0,-57.0,24.0
343,FR,France,2020-05-07,-69.0,-12.0,-48.0,-70.0,-58.0,25.0
344,FR,France,2020-05-08,-83.0,-58.0,-57.0,-80.0,-82.0,38.0
345,FR,France,2020-05-09,-76.0,-27.0,-66.0,-70.0,-39.0,19.0
346,FR,France,2020-05-10,-79.0,-50.0,-72.0,-74.0,-33.0,15.0
347,FR,France,2020-05-11,-46.0,-10.0,-34.0,-56.0,-48.0,19.0
348,FR,France,2020-05-12,-45.0,-5.0,-15.0,-51.0,-47.0,18.0
349,FR,France,2020-05-13,-51.0,-10.0,-31.0,-53.0,-45.0,17.0
350,FR,France,2020-05-14,-49.0,-7.0,-23.0,-53.0,-46.0,17.0
351,FR,France,2020-05-15,-48.0,-8.0,-17.0,-52.0,-45.0,19.0
352,FR,France,2020-05-16,-51.0,-12.0,-13.0,-43.0,-20.0,9.0
353,FR,France,2020-05-17,-55.0,-17.0,8.0,-48.0,-10.0,5.0
354,FR,France,2020-05-18,-39.0,-6.0,8.0,-48.0,-44.0,16.0
355,FR,France,2020-05-19,-40.0,-2.0,11.0,-47.0,-43.0,16.0
356,FR,France,2020-05-20,-36.0,9.0,20.0,-45.0,-42.0,12.0
357,FR,France,2020-05-21,-56.0,-36.0,66.0,-61.0,-78.0,22.0
358,FR,France,2020-05-22,-39.0,1.0,12.0,-54.0,-57.0,20.0
359,FR,France,2020-05-23,-48.0,-14.0,-17.0,-47.0,-17.0,10.0
360,FR,France,2020-05-24,-49.0,-17.0,21.0,-43.0,-3.0,3.0
361,FR,France,2020-05-25,-34.0,-8.0,17.0,-46.0,-42.0,15.0
362,FR,France,2020-05-26,-35.0,-4.0,22.0,-44.0,-39.0,15.0
363,FR,France,2020-05-27,-38.0,-4.0,21.0,-43.0,-37.0,13.0
364,FR,France,2020-05-28,-38.0,-1.0,19.0,-44.0,-39.0,14.0
365,FR,France,2020-05-29,-37.0,0.0,14.0,-43.0,-38.0,15.0
366,FR,France,2020-05-30,-39.0,-2.0,23.0,-34.0,-5.0,5.0
367,FR,France,2020-05-31,-40.0,5.0,53.0,-38.0,7.0,2.0
368,FR,France,2020-06-01,-43.0,-36.0,78.0,-55.0,-72.0,20.0
369,FR,France,2020-06-02,-23.0,5.0,31.0,-34.0,-33.0,11.0
370,FR,France,2020-06-03,-29.0,0.0,9.0,-36.0,-32.0,11.0
371,FR,France,2020-06-04,-30.0,-1.0,-16.0,-40.0,-34.0,13.0
372,FR,France,2020-06-05,-26.0,-1.0,-7.0,-37.0,-33.0,13.0
373,FR,France,2020-06-06,-24.0,0.0,5.0,-27.0,-2.0,4.0
374,FR,France,2020-06-07,-23.0,2.0,3.0,-32.0,18.0,0.0
375,FR,France,2020-06-08,-21.0,-6.0,12.0,-36.0,-34.0,11.0
376,FR,France,2020-06-09,-22.0,-5.0,12.0,-35.0,-32.0,11.0
377,FR,France,2020-06-10,-25.0,-5.0,12.0,-34.0,-31.0,10.0
378,FR,France,2020-06-11,-25.0,-3.0,9.0,-35.0,-32.0,11.0
379,FR,France,2020-06-12,-25.0,-6.0,8.0,-34.0,-32.0,12.0
380,FR,France,2020-06-13,-27.0,-7.0,16.0,-25.0,1.0,4.0
381,FR,France,2020-06-14,-25.0,-3.0,41.0,-26.0,14.0,1.0
382,FR,France,2020-06-15,-18.0,-5.0,38.0,-32.0,-31.0,10.0
383,FR,France,2020-06-16,-17.0,-3.0,36.0,-28.0,-30.0,10.0
384,FR,France,2020-06-17,-22.0,-4.0,25.0,-30.0,-29.0,9.0
385,FR,France,2020-06-18,-19.0,-3.0,33.0,-30.0,-30.0,9.0
386,FR,France,2020-06-19,-17.0,-4.0,44.0,-27.0,-30.0,9.0
387,FR,France,2020-06-20,-21.0,-5.0,62.0,-18.0,3.0,1.0
388,FR,France,2020-06-21,-11.0,4.0,58.0,-18.0,20.0,-2.0
389,FR,France,2020-06-22,-13.0,-3.0,74.0,-26.0,-32.0,7.0
390,FR,France,2020-06-23,-12.0,0.0,85.0,-24.0,-30.0,7.0
391,FR,France,2020-06-24,-18.0,-3.0,83.0,-26.0,-27.0,6.0
392,FR,France,2020-06-25,-18.0,0.0,72.0,-25.0,-27.0,6.0
393,FR,France,2020-06-26,-17.0,-2.0,55.0,-23.0,-28.0,7.0
394,FR,France,2020-06-27,-21.0,-6.0,55.0,-16.0,-2.0,1.0
395,FR,France,2020-06-28,-13.0,5.0,57.0,-15.0,15.0,-1.0
396,FR,France,2020-06-29,-9.0,0.0,66.0,-25.0,-28.0,7.0
397,FR,France,2020-06-30,-7.0,2.0,71.0,-22.0,-26.0,6.0
398,FR,France,2020-07-01,-13.0,0.0,54.0,-23.0,-26.0,5.0
399,FR,France,2020-07-02,-9.0,6.0,59.0,-21.0,-27.0,6.0
400,FR,France,2020-07-03,-10.0,0.0,68.0,-18.0,-26.0,6.0
401,FR,France,2020-07-04,-18.0,-5.0,69.0,-7.0,-2.0,0.0
402,FR,France,2020-07-05,-8.0,9.0,82.0,-8.0,9.0,-2.0
403,FR,France,2020-07-06,-2.0,6.0,111.0,-20.0,-33.0,6.0
404,FR,France,2020-07-07,0.0,6.0,129.0,-17.0,-32.0,5.0
405,FR,France,2020-07-08,-9.0,1.0,114.0,-18.0,-27.0,4.0
406,FR,France,2020-07-09,-9.0,4.0,116.0,-18.0,-31.0,5.0
407,FR,France,2020-07-10,-11.0,0.0,98.0,-14.0,-32.0,5.0
408,FR,France,2020-07-11,-18.0,-3.0,119.0,2.0,-4.0,-3.0
409,FR,France,2020-07-12,3.0,21.0,153.0,-4.0,9.0,-4.0
410,FR,France,2020-07-13,11.0,23.0,245.0,-24.0,-53.0,7.0
411,FR,France,2020-07-14,-29.0,-39.0,208.0,-39.0,-76.0,16.0
412,FR,France,2020-07-15,-3.0,13.0,117.0,-17.0,-30.0,3.0
413,FR,France,2020-07-16,-4.0,8.0,125.0,-20.0,-33.0,6.0
414,FR,France,2020-07-17,-9.0,0.0,122.0,-17.0,-33.0,6.0
415,FR,France,2020-07-18,-18.0,-5.0,123.0,0.0,-2.0,-2.0
416,FR,France,2020-07-19,0.0,16.0,133.0,-1.0,12.0,-4.0
417,FR,France,2020-07-20,0.0,9.0,177.0,-19.0,-36.0,6.0
418,FR,France,2020-07-21,-1.0,5.0,177.0,-20.0,-36.0,6.0
419,FR,France,2020-07-22,-9.0,1.0,155.0,-20.0,-30.0,4.0
420,FR,France,2020-07-23,-8.0,4.0,157.0,-20.0,-33.0,5.0
421,FR,France,2020-07-24,-11.0,-1.0,132.0,-17.0,-33.0,7.0
422,FR,France,2020-07-25,-19.0,-6.0,112.0,-1.0,-6.0,-1.0
423,FR,France,2020-07-26,-1.0,15.0,129.0,-2.0,10.0,-3.0
424,FR,France,2020-07-27,-1.0,8.0,184.0,-21.0,-39.0,7.0
425,FR,France,2020-07-28,0.0,7.0,179.0,-21.0,-37.0,7.0
426,FR,France,2020-07-29,-7.0,4.0,174.0,-19.0,-34.0,4.0
427,FR,France,2020-07-30,-8.0,7.0,170.0,-20.0,-38.0,6.0
428,FR,France,2020-07-31,-15.0,-3.0,139.0,-19.0,-40.0,7.0
429,FR,France,2020-08-01,-21.0,-5.0,122.0,2.0,-10.0,-1.0
430,FR,France,2020-08-02,1.0,21.0,136.0,3.0,6.0,-3.0
431,FR,France,2020-08-03,7.0,15.0,204.0,-21.0,-47.0,8.0
432,FR,France,2020-08-04,5.0,11.0,230.0,-21.0,-46.0,7.0
433,FR,France,2020-08-05,-3.0,7.0,219.0,-21.0,-43.0,5.0
434,FR,France,2020-08-06,-4.0,9.0,222.0,-22.0,-47.0,6.0
435,FR,France,2020-08-07,-13.0,-1.0,185.0,-20.0,-47.0,8.0
436,FR,France,2020-08-08,-22.0,-7.0,155.0,2.0,-14.0,-2.0
437,FR,France,2020-08-09,1.0,24.0,158.0,0.0,2.0,-3.0
438,FR,France,2020-08-10,4.0,15.0,245.0,-23.0,-53.0,8.0
439,FR,France,2020-08-11,0.0,8.0,248.0,-26.0,-52.0,9.0
440,FR,France,2020-08-12,-9.0,5.0,205.0,-26.0,-49.0,7.0
441,FR,France,2020-08-13,-6.0,8.0,196.0,-25.0,-51.0,9.0
442,FR,France,2020-08-14,-11.0,1.0,182.0,-21.0,-51.0,9.0
443,FR,France,2020-08-15,-30.0,-24.0,157.0,-3.0,-27.0,0.0
444,FR,France,2020-08-16,0.0,20.0,129.0,0.0,2.0,-3.0
445,FR,France,2020-08-17,3.0,16.0,214.0,-22.0,-51.0,8.0
446,FR,France,2020-08-18,1.0,10.0,219.0,-24.0,-48.0,8.0
447,FR,France,2020-08-19,-9.0,4.0,180.0,-25.0,-45.0,7.0
448,FR,France,2020-08-20,-9.0,4.0,202.0,-25.0,-48.0,7.0
449,FR,France,2020-08-21,-14.0,-3.0,158.0,-22.0,-47.0,9.0
450,FR,France,2020-08-22,-22.0,-10.0,116.0,-1.0,-13.0,-1.0
451,FR,France,2020-08-23,-2.0,14.0,112.0,0.0,6.0,-3.0
452,FR,France,2020-08-24,-2.0,7.0,161.0,-22.0,-41.0,7.0
453,FR,France,2020-08-25,-3.0,4.0,154.0,-22.0,-40.0,7.0
454,FR,France,2020-08-26,-9.0,0.0,141.0,-21.0,-35.0,5.0
455,FR,France,2020-08-27,-8.0,3.0,130.0,-21.0,-38.0,6.0
456,FR,France,2020-08-28,-12.0,-3.0,74.0,-20.0,-38.0,8.0
457,FR,France,2020-08-29,-18.0,-7.0,44.0,-7.0,-12.0,1.0
458,FR,France,2020-08-30,-8.0,4.0,43.0,-7.0,2.0,0.0
459,FR,France,2020-08-31,0.0,7.0,81.0,-18.0,-34.0,6.0
460,FR,France,2020-09-01,-3.0,7.0,81.0,-15.0,-33.0,5.0
461,FR,France,2020-09-02,-10.0,4.0,82.0,-15.0,-29.0,4.0
462,FR,France,2020-09-03,-11.0,2.0,79.0,-13.0,-30.0,3.0
463,FR,France,2020-09-04,-10.0,-1.0,80.0,-9.0,-29.0,3.0
464,FR,France,2020-09-05,-13.0,-3.0,75.0,-6.0,-9.0,-1.0
465,FR,France,2020-09-06,-2.0,11.0,74.0,-5.0,2.0,-1.0
466,FR,France,2020-09-07,-5.0,4.0,85.0,-10.0,-31.0,2.0
467,FR,France,2020-09-08,-7.0,1.0,89.0,-9.0,-30.0,2.0
468,FR,France,2020-09-09,-12.0,-1.0,81.0,-12.0,-27.0,3.0
469,FR,France,2020-09-10,-12.0,0.0,82.0,-10.0,-28.0,1.0
470,FR,France,2020-09-11,-12.0,-4.0,82.0,-6.0,-28.0,1.0
471,FR,France,2020-09-12,-15.0,-6.0,86.0,-4.0,-9.0,-2.0
472,FR,France,2020-09-13,-2.0,10.0,101.0,-1.0,2.0,-4.0
473,FR,France,2020-09-14,-10.0,0.0,93.0,-11.0,-23.0,1.0
474,FR,France,2020-09-15,-10.0,-1.0,85.0,-10.0,-22.0,2.0
475,FR,France,2020-09-16,-15.0,-4.0,78.0,-11.0,-22.0,2.0
476,FR,France,2020-09-17,-15.0,-3.0,75.0,-13.0,-23.0,2.0
477,FR,France,2020-09-18,-14.0,-6.0,65.0,-8.0,-23.0,2.0
478,FR,France,2020-09-19,-19.0,-9.0,54.0,-10.0,-9.0,0.0
479,FR,France,2020-09-20,-10.0,1.0,59.0,-7.0,0.0,-1.0
480,FR,France,2020-09-21,-12.0,-2.0,59.0,-11.0,-23.0,3.0
481,FR,France,2020-09-22,-13.0,-3.0,52.0,-11.0,-21.0,3.0
482,FR,France,2020-09-23,-18.0,-4.0,39.0,-13.0,-18.0,4.0
483,FR,France,2020-09-24,-20.0,-4.0,22.0,-14.0,-19.0,4.0
484,FR,France,2020-09-25,-19.0,-6.0,12.0,-12.0,-20.0,5.0
485,FR,France,2020-09-26,-20.0,-6.0,11.0,-17.0,-9.0,3.0
486,FR,France,2020-09-27,-24.0,-9.0,-1.0,-20.0,-5.0,3.0
487,FR,France,2020-09-28,-16.0,-3.0,21.0,-15.0,-18.0,4.0
488,FR,France,2020-09-29,-14.0,-1.0,29.0,-13.0,-17.0,4.0
489,FR,France,2020-09-30,-16.0,-1.0,29.0,-12.0,-17.0,3.0
490,FR,France,2020-10-01,-19.0,0.0,7.0,-13.0,-16.0,3.0
491,FR,France,2020-10-02,-21.0,-5.0,-12.0,-13.0,-18.0,5.0
492,FR,France,2020-10-03,-18.0,-3.0,-6.0,-15.0,-10.0,3.0
493,FR,France,2020-10-04,-21.0,-6.0,-7.0,-17.0,-6.0,2.0
494,FR,France,2020-10-05,-15.0,-2.0,6.0,-13.0,-18.0,3.0
495,FR,France,2020-10-06,-14.0,0.0,7.0,-12.0,-17.0,3.0
496,FR,France,2020-10-07,-17.0,-1.0,18.0,-13.0,-16.0,3.0
497,FR,France,2020-10-08,-18.0,-2.0,21.0,-13.0,-16.0,3.0
498,FR,France,2020-10-09,-17.0,-3.0,17.0,-11.0,-16.0,4.0
499,FR,France,2020-10-10,-18.0,-5.0,16.0,-15.0,-8.0,2.0
500,FR,France,2020-10-11,-22.0,-5.0,4.0,-19.0,-6.0,2.0
501,FR,France,2020-10-12,-16.0,-4.0,18.0,-15.0,-17.0,4.0
502,FR,France,2020-10-13,-17.0,1.0,11.0,-15.0,-17.0,4.0
503,FR,France,2020-10-14,-20.0,-1.0,11.0,-15.0,-15.0,5.0
504,FR,France,2020-10-15,-20.0,0.0,6.0,-14.0,-16.0,4.0
505,FR,France,2020-10-16,-18.0,-2.0,8.0,-10.0,-16.0,5.0
506,FR,France,2020-10-17,-23.0,-5.0,15.0,-13.0,-11.0,3.0
507,FR,France,2020-10-18,-15.0,1.0,46.0,-10.0,-7.0,1.0
508,FR,France,2020-10-19,-14.0,0.0,48.0,-21.0,-32.0,8.0
509,FR,France,2020-10-20,-16.0,-2.0,27.0,-22.0,-31.0,8.0
510,FR,France,2020-10-21,-20.0,-4.0,28.0,-21.0,-28.0,7.0
511,FR,France,2020-10-22,-18.0,-1.0,31.0,-21.0,-31.0,8.0
512,FR,France,2020-10-23,-21.0,-4.0,15.0,-21.0,-33.0,10.0
513,FR,France,2020-10-24,-27.0,-7.0,15.0,-17.0,-16.0,4.0
514,FR,France,2020-10-25,-20.0,2.0,11.0,-20.0,-11.0,2.0
515,FR,France,2020-10-26,-15.0,0.0,29.0,-26.0,-37.0,9.0
516,FR,France,2020-10-27,-15.0,2.0,25.0,-25.0,-36.0,10.0
517,FR,France,2020-10-28,-13.0,11.0,24.0,-24.0,-31.0,7.0
518,FR,France,2020-10-29,9.0,28.0,37.0,-13.0,-33.0,4.0
519,FR,France,2020-10-30,-62.0,-22.0,-27.0,-48.0,-44.0,20.0
520,FR,France,2020-10-31,-68.0,-24.0,-43.0,-52.0,-34.0,16.0
521,FR,France,2020-11-01,-65.0,-26.0,-48.0,-49.0,-32.0,11.0
522,GB,United Kingdom,2020-02-15,-12.0,-7.0,-35.0,-12.0,-4.0,2.0
523,GB,United Kingdom,2020-02-16,-7.0,-6.0,-28.0,-7.0,-3.0,1.0
524,GB,United Kingdom,2020-02-17,10.0,1.0,24.0,-2.0,-14.0,2.0
525,GB,United Kingdom,2020-02-18,7.0,-1.0,20.0,-3.0,-14.0,2.0
526,GB,United Kingdom,2020-02-19,6.0,-2.0,8.0,-4.0,-14.0,3.0
527,GB,United Kingdom,2020-02-20,5.0,-2.0,4.0,-5.0,-14.0,3.0
528,GB,United Kingdom,2020-02-21,5.0,-1.0,10.0,-3.0,-15.0,3.0
529,GB,United Kingdom,2020-02-22,-4.0,-2.0,-7.0,-2.0,-2.0,1.0
530,GB,United Kingdom,2020-02-23,-1.0,-2.0,-5.0,3.0,-1.0,0.0
531,GB,United Kingdom,2020-02-24,-3.0,-1.0,-9.0,-2.0,-2.0,1.0
532,GB,United Kingdom,2020-02-25,-1.0,4.0,3.0,1.0,1.0,0.0
533,GB,United Kingdom,2020-02-26,1.0,0.0,6.0,-1.0,1.0,0.0
534,GB,United Kingdom,2020-02-27,2.0,1.0,8.0,0.0,0.0,0.0
535,GB,United Kingdom,2020-02-28,1.0,1.0,-13.0,0.0,-1.0,1.0
536,GB,United Kingdom,2020-02-29,1.0,1.0,-14.0,-2.0,0.0,0.0
537,GB,United Kingdom,2020-03-01,7.0,2.0,14.0,5.0,1.0,-1.0
538,GB,United Kingdom,2020-03-02,4.0,4.0,14.0,0.0,1.0,0.0
539,GB,United Kingdom,2020-03-03,2.0,3.0,11.0,-1.0,1.0,0.0
540,GB,United Kingdom,2020-03-04,2.0,3.0,2.0,-2.0,1.0,1.0
541,GB,United Kingdom,2020-03-05,-1.0,2.0,1.0,-3.0,0.0,1.0
542,GB,United Kingdom,2020-03-06,5.0,6.0,22.0,1.0,1.0,0.0
543,GB,United Kingdom,2020-03-07,0.0,2.0,7.0,-1.0,1.0,0.0
544,GB,United Kingdom,2020-03-08,4.0,2.0,15.0,2.0,1.0,-1.0
545,GB,United Kingdom,2020-03-09,0.0,4.0,4.0,-3.0,0.0,1.0
546,GB,United Kingdom,2020-03-10,-2.0,5.0,4.0,-4.0,0.0,1.0
547,GB,United Kingdom,2020-03-11,0.0,5.0,10.0,-6.0,0.0,1.0
548,GB,United Kingdom,2020-03-12,-1.0,11.0,5.0,-8.0,-1.0,2.0
549,GB,United Kingdom,2020-03-13,-2.0,11.0,12.0,-9.0,-4.0,2.0
550,GB,United Kingdom,2020-03-14,-10.0,7.0,1.0,-15.0,-2.0,2.0
551,GB,United Kingdom,2020-03-15,-11.0,7.0,-1.0,-16.0,-4.0,2.0
552,GB,United Kingdom,2020-03-16,-3.0,20.0,29.0,-16.0,-9.0,4.0
553,GB,United Kingdom,2020-03-17,-15.0,21.0,6.0,-27.0,-16.0,7.0
554,GB,United Kingdom,2020-03-18,-21.0,22.0,-3.0,-34.0,-23.0,10.0
555,GB,United Kingdom,2020-03-19,-21.0,24.0,2.0,-37.0,-27.0,11.0
556,GB,United Kingdom,2020-03-20,-28.0,10.0,6.0,-40.0,-29.0,13.0
557,GB,United Kingdom,2020-03-21,-50.0,1.0,2.0,-46.0,-25.0,11.0
558,GB,United Kingdom,2020-03-22,-56.0,-14.0,20.0,-46.0,-30.0,9.0
559,GB,United Kingdom,2020-03-23,-45.0,-8.0,1.0,-53.0,-45.0,17.0
560,GB,United Kingdom,2020-03-24,-71.0,-24.0,-14.0,-64.0,-58.0,24.0
