CountryName,CountryCode,RegionName,RegionCode,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,M1_Wildcard,ConfirmedCases,number_of_cases_each_day,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Canada,CAN,,,20200215,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,8,8,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,4,2,10,3,1,0
Canada,CAN,,,20200216,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,8,0,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,13,8,41,4,0,-2
Canada,CAN,,,20200217,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,8,0,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,-12,-15,63,-28,-52,11
Canada,CAN,,,20200218,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,8,0,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,-1,4,6,-1,-1,1
Canada,CAN,,,20200219,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,8,0,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,1,1,9,0,0,0
Canada,CAN,,,20200220,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,8,0,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,6,4,14,-1,1,0
Canada,CAN,,,20200221,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,9,1,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,2,-1,10,-1,-3,1
Canada,CAN,,,20200222,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,9,0,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,8,5,28,6,6,-1
Canada,CAN,,,20200223,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,9,0,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,10,6,36,5,5,-1
Canada,CAN,,,20200224,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,9,0,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,3,2,19,-1,3,0
Canada,CAN,,,20200225,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,11,2,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,2,5,9,0,3,0
Canada,CAN,,,20200226,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,11,0,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,-2,2,1,-2,1,1
Canada,CAN,,,20200227,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,12,1,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,-8,-9,-6,-5,-5,4
Canada,CAN,,,20200228,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,14,2,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,-1,1,-5,1,0,1
Canada,CAN,,,20200229,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,16,2,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,7,7,11,6,7,0
Canada,CAN,,,20200301,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,20,4,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,10,9,23,6,5,-1
Canada,CAN,,,20200302,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,24,4,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,3,3,1,-2,-1,1
Canada,CAN,,,20200303,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,27,3,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,4,6,8,-2,0,0
Canada,CAN,,,20200304,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,30,3,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,5,4,11,0,-1,1
Canada,CAN,,,20200305,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,33,3,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,7,5,18,-1,-2,1
Canada,CAN,,,20200306,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,45,12,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,1,-1,6,-3,-1,1
Canada,CAN,,,20200307,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,51,6,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,6,5,17,3,6,0
Canada,CAN,,,20200308,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,1,1,35,0,0,,,57,6,0,2.78,2.78,3.57,3.57,7.74,7.74,9.03,9.03,0,0,9,7,50,3,4,0
Canada,CAN,,,20200309,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,2,1,35,0,0,,,62,5,0,2.78,2.78,3.57,3.57,10.12,10.12,11.81,11.81,0,0,4,4,31,-3,2,1
Canada,CAN,,,20200310,0,,0,,0,,0,,0,,0,,0,,1,0,,0,0,0,0,,2,1,35,0,0,,,77,15,1,2.78,2.78,3.57,3.57,10.12,10.12,11.81,11.81,0,0,-1,1,-2,-6,1,1
Canada,CAN,,,20200311,0,,0,,0,,0,,0,,0,,0,,1,0,,0,11000000,0,2,1,2,1,562,200000000,0,,,93,16,1,13.89,13.89,17.86,17.86,17.26,17.26,20.14,20.14,0,0,3,7,12,-3,2,1
Canada,CAN,,,20200312,0,,0,,2,0,0,,0,,0,,0,,1,0,,0,0,0,2,1,2,1,562,191,0,,,103,10,1,22.22,22.22,27.38,27.38,22.62,22.62,26.39,26.39,0,0,7,27,11,-6,2,1
Canada,CAN,,,20200313,0,,0,,2,0,0,,0,,0,,0,,1,0,,0,0,0,2,1,2,1,562,191,0,,,138,35,1,22.22,22.22,27.38,27.38,22.62,22.62,26.39,26.39,0,0,-5,35,-16,-17,-6,5
Canada,CAN,,,20200314,0,,0,,2,0,0,,0,,1,0,0,,1,0,,0,0,0,2,1,2,1,562,191,0,,,176,38,1,24.07,24.07,30.95,30.95,23.81,23.81,27.78,27.78,0,0,-11,19,-8,-19,-1,5
Canada,CAN,,,20200315,0,,0,,2,0,0,,0,,1,0,0,,1,2,1,0,0,0,2,1,2,1,562,191,0,,,244,68,1,24.07,24.07,30.95,30.95,30.95,30.95,27.78,27.78,50,50,-12,11,28,-22,-5,4
Canada,CAN,,,20200316,3,0,0,,2,0,3,1,0,,1,1,0,,1,2,1,0,0,0,2,1,2,1,562,191,0,,,304,60,1,43.52,43.52,47.14,47.14,43.45,43.45,42.36,42.36,50,50,-12,23,15,-37,-27,10
Canada,CAN,,,20200317,3,0,0,,2,0,3,1,0,,1,1,0,,1,2,1,0,0,0,2,1,2,1,562,191,0,,,424,120,4,43.52,43.52,47.14,47.14,43.45,43.45,42.36,42.36,50,50,-27,13,7,-45,-35,14
Canada,CAN,,,20200318,3,0,3,0,2,0,3,1,0,,1,1,0,,4,2,1,1,367000000,0,2,1,2,1,562,191,0,,,569,145,8,61.11,61.11,68.57,68.57,58.33,58.33,55.56,55.56,75,75,-33,7,14,-48,-40,16
Canada,CAN,,,20200319,3,0,3,0,2,0,3,1,0,,1,1,0,,4,2,1,1,0,0,2,1,3,1,562,191,0,,,690,121,9,61.11,61.11,68.57,68.57,60.71,60.71,58.33,58.33,75,75,-36,4,18,-52,-43,17
Canada,CAN,,,20200320,3,1,3,0,2,0,3,1,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,846,156,10,71.3,71.3,74.52,74.52,67.26,67.26,65.97,65.97,75,75,-44,-5,-8,-54,-45,20
Canada,CAN,,,20200321,3,1,3,0,2,0,3,1,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,971,125,12,71.3,71.3,74.52,74.52,67.26,67.26,65.97,65.97,75,75,-49,-12,11,-49,-32,13
Canada,CAN,,,20200322,3,1,3,0,2,0,3,1,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,1302,331,18,71.3,71.3,74.52,74.52,67.26,67.26,65.97,65.97,75,75,-51,-21,4,-54,-35,11
Canada,CAN,,,20200323,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,1430,128,20,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-45,-13,-27,-63,-51,20
Canada,CAN,,,20200324,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,1646,216,24,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-49,-15,-10,-64,-55,22
Canada,CAN,,,20200325,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,1959,313,27,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-53,-21,1,-65,-59,23
Canada,CAN,,,20200326,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,3385,1426,35,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-54,-21,-18,-68,-59,25
Canada,CAN,,,20200327,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,4018,633,39,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-55,-21,-10,-66,-59,26
Canada,CAN,,,20200328,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,4675,657,53,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-59,-27,-30,-64,-44,17
Canada,CAN,,,20200329,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,5386,711,60,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-59,-35,-16,-66,-44,14
Canada,CAN,,,20200330,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,562,191,0,,,6255,869,61,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-54,-27,-32,-70,-60,23
Canada,CAN,,,20200331,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,229000000,0,2,1,3,1,1951,191,0,,,7424,1169,89,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-51,-19,-13,-68,-60,23
Canada,CAN,,,20200401,3,1,3,1,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,1951,191,0,,,8536,1112,96,74.54,74.54,78.1,78.1,69.35,69.35,68.4,68.4,75,75,-52,-21,-10,-68,-61,24
Canada,CAN,,,20200402,3,1,3,1,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,9595,1059,109,74.54,74.54,78.1,78.1,69.35,69.35,68.4,68.4,75,75,-53,-23,-16,-70,-61,25
Canada,CAN,,,20200403,3,1,3,1,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,70800000,0,0,,,11268,1673,138,74.54,74.54,78.1,78.1,69.35,69.35,68.4,68.4,75,75,-55,-23,-33,-69,-60,27
Canada,CAN,,,20200404,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,12519,1251,187,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-57,-25,-17,-63,-45,17
Canada,CAN,,,20200405,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,30000000,2,1,3,1,0,0,0,,,13882,1363,231,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-63,-45,-13,-67,-46,14
Canada,CAN,,,20200406,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,15496,1614,280,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-51,-21,2,-68,-60,23
Canada,CAN,,,20200407,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,16653,1157,323,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-52,-18,-1,-68,-61,24
Canada,CAN,,,20200408,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,3567205,0,,,17883,1230,380,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-51,-17,-3,-67,-61,24
Canada,CAN,,,20200409,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,19274,1391,435,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-44,-3,-15,-68,-62,24
Canada,CAN,,,20200410,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,20748,1474,509,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-70,-43,-24,-77,-81,33
Canada,CAN,,,20200411,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,22133,1385,569,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-54,-15,-22,-63,-47,17
Canada,CAN,,,20200412,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,23301,1168,653,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-74,-62,-4,-67,-51,14
Canada,CAN,,,20200413,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,24365,1064,717,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-55,-29,-25,-74,-69,26
Canada,CAN,,,20200414,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,90000000,0,2,1,3,1,0,0,0,,,25663,1298,780,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-50,-16,-11,-68,-60,24
Canada,CAN,,,20200415,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,27046,1383,903,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-50,-19,-14,-68,-60,24
Canada,CAN,,,20200416,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,28364,1318,1010,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-49,-18,-6,-68,-60,25
Canada,CAN,,,20200417,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,30081,1717,1193,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-53,-22,-22,-67,-59,27
Canada,CAN,,,20200418,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,14250060,0,,,31872,1791,1309,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-54,-24,-3,-57,-40,16
Canada,CAN,,,20200419,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,0,,,33341,1469,1467,72.69,72.69,74.52,74.52,68.15,68.15,67.01,67.01,75,75,-60,-43,-13,-64,-42,14
Canada,CAN,,,20200420,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,34777,1436,1580,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-46,-19,15,-65,-58,22
Canada,CAN,,,20200421,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,962000000,0,2,1,3,1,0,0,1,0,,36823,2046,1690,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-50,-22,-17,-68,-58,23
Canada,CAN,,,20200422,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,38413,1590,1834,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-50,-22,-22,-67,-58,24
Canada,CAN,,,20200423,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,586265166.6,1,0,,40179,1766,1974,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-49,-19,-1,-66,-58,24
Canada,CAN,,,20200424,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,42099,1920,2146,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-52,-22,-3,-65,-57,25
Canada,CAN,,,20200425,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,43877,1778,2302,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-51,-21,16,-54,-39,14
Canada,CAN,,,20200426,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,45341,1464,2465,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-57,-39,-6,-62,-41,13
Canada,CAN,,,20200427,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,46884,1543,2560,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-45,-17,14,-64,-56,21
Canada,CAN,,,20200428,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,48489,1605,2707,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-46,-16,14,-64,-57,16
Canada,CAN,,,20200429,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,50015,1526,2859,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-46,-17,6,-64,-57,22
Canada,CAN,,,20200430,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,51587,1572,2996,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-47,-17,-4,-65,-57,23
Canada,CAN,,,20200501,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,53236,1649,3184,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-47,-16,10,-61,-55,23
Canada,CAN,,,20200502,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,55061,1825,3391,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-49,-18,15,-52,-36,14
Canada,CAN,,,20200503,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,170351275.7,0,1,0,,56714,1653,3566,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-51,-32,47,-54,-35,11
Canada,CAN,,,20200504,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,59474,2760,3682,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-42,-14,5,-64,-54,20
Canada,CAN,,,20200505,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,178860000,0,2,1,3,1,0,0,1,0,,60772,1298,3854,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-42,-10,32,-62,-54,20
Canada,CAN,,,20200506,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,62046,1274,4043,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-41,-11,36,-60,-54,20
Canada,CAN,,,20200507,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,63496,1450,4232,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-42,-11,32,-62,-54,21
Canada,CAN,,,20200508,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,64922,1426,4408,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-45,-11,9,-62,-53,22
Canada,CAN,,,20200509,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,66434,1512,4569,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-44,-6,0,-55,-32,13
Canada,CAN,,,20200510,3,1,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,67702,1268,4693,72.69,72.69,74.52,74.52,69.05,69.05,68.06,68.06,75,75,-44,-24,20,-55,-30,10
Canada,CAN,,,20200511,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,68848,1146,4871,70.83,70.83,70.95,70.95,67.86,67.86,66.67,66.67,75,75,-41,-14,19,-62,-52,19
Canada,CAN,,,20200512,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,69981,1133,4993,70.83,70.83,70.95,70.95,67.86,67.86,66.67,66.67,75,75,-41,-11,20,-61,-51,20
Canada,CAN,,,20200513,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,71157,1176,5169,70.83,70.83,70.95,70.95,67.86,67.86,66.67,66.67,75,75,-38,-9,46,-58,-51,19
Canada,CAN,,,20200514,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,72278,1121,5304,70.83,70.83,70.95,70.95,67.86,67.86,66.67,66.67,75,75,-38,-10,37,-60,-51,20
Canada,CAN,,,20200515,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,73401,1123,5472,70.83,70.83,70.95,70.95,67.86,67.86,66.67,66.67,75,75,-41,-10,24,-59,-52,21
Canada,CAN,,,20200516,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,71695000,0,1,0,,74602,1201,5562,70.83,70.83,70.95,70.95,67.86,67.86,66.67,66.67,75,75,-40,-9,62,-47,-30,10
Canada,CAN,,,20200517,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,75853,1251,5679,70.83,70.83,70.95,70.95,67.86,67.86,66.67,66.67,75,75,-41,-23,86,-51,-29,8
Canada,CAN,,,20200518,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,76991,1138,5782,70.83,70.83,70.95,70.95,67.86,67.86,66.67,66.67,75,75,-48,-27,94,-69,-79,24
Canada,CAN,,,20200519,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,0,,78061,1070,5842,70.83,70.83,70.95,70.95,67.86,67.86,66.67,66.67,75,75,-31,0,57,-57,-49,18
Canada,CAN,,,20200520,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,1,,79101,1040,5912,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-28,1,70,-54,-49,17
Canada,CAN,,,20200521,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,53777641,0,1,1,,80091,990,6030,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-30,-2,73,-55,-49,18
Canada,CAN,,,20200522,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,1,,81313,1222,6152,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-34,-5,63,-54,-46,18
Canada,CAN,,,20200523,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,1,,82469,1156,6250,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-33,-4,85,-42,-21,9
Canada,CAN,,,20200524,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,1,,83610,1141,6355,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-32,-14,115,-43,-21,6
Canada,CAN,,,20200525,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,1,,84688,1078,6424,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-26,-4,64,-55,-48,16
Canada,CAN,,,20200526,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,1,,85700,1012,6545,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-28,-3,80,-54,-46,16
Canada,CAN,,,20200527,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,1,,86636,936,6639,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-26,0,82,-52,-46,16
Canada,CAN,,,20200528,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,1,,87508,872,6765,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-28,-3,64,-54,-45,17
Canada,CAN,,,20200529,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,206400000,0,1,1,,88501,993,6877,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-32,-5,51,-53,-44,18
Canada,CAN,,,20200530,3,0,3,0,2,0,4,0,0,,1,1,2,0,4,2,1,1,0,0,2,1,3,1,0,0,1,1,,89407,906,6979,70.83,70.83,70.95,70.95,68.75,68.75,67.71,67.71,75,75,-32,-5,58,-41,-14,9
