CountryName,CountryCode,RegionName,RegionCode,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,M1_Wildcard,ConfirmedCases,number_of_cases_each_day,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United States,USA,,,20200506,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1204475,23841,71078,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-29,-6,6,-43,-44,17
United States,USA,,,20200507,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1228603,24128,73431,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-29,-3,21,-42,-44,17
United States,USA,,,20200508,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1256972,28369,75670,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-32,-5,-2,-43,-43,18
United States,USA,,,20200509,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1283929,26957,77180,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-30,7,9,-35,-26,9
United States,USA,,,20200510,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1309541,25612,78794,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-30,1,6,-37,-27,7
United States,USA,,,20200511,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1329799,20258,79528,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-31,-11,-3,-44,-42,16
United States,USA,,,20200512,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1347916,18117,80684,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-28,-6,10,-41,-43,16
United States,USA,,,20200513,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1369964,22048,82387,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-26,-5,18,-40,-42,16
United States,USA,,,20200514,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1390746,20782,84133,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-28,-5,17,-42,-43,17
United States,USA,,,20200515,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1417889,27143,85906,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-29,-7,21,-40,-42,16
United States,USA,,,20200516,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1443397,25508,87568,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-30,-3,32,-34,-24,9
United States,USA,,,20200517,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1467884,24487,88754,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-30,-8,17,-39,-25,8
United States,USA,,,20200518,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1486757,18873,89562,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-26,-8,2,-43,-40,15
United States,USA,,,20200519,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1508598,21841,90353,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-24,-4,15,-40,-41,15
United States,USA,,,20200520,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1528568,19970,91921,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-22,-3,23,-38,-41,15
United States,USA,,,20200521,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,1200000000,3,0,,1551853,23285,93439,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-22,-1,31,-37,-41,15
United States,USA,,,20200522,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1577287,25434,94702,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-24,-2,31,-36,-41,15
United States,USA,,,20200523,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1601434,24147,96007,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-27,0,43,-30,-21,7
United States,USA,,,20200524,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1622670,21236,97087,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-25,-2,57,-33,-24,5
United States,USA,,,20200525,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1643238,20568,97720,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-28,-8,60,-48,-72,20
United States,USA,,,20200526,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1662302,19064,98220,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-22,-3,28,-37,-39,14
United States,USA,,,20200527,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1681212,18910,98916,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-21,-4,32,-37,-38,14
United States,USA,,,20200528,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1699933,18721,100442,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-21,-2,26,-37,-38,14
United States,USA,,,20200529,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1721750,21817,101617,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-23,-5,29,-36,-37,14
United States,USA,,,20200530,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1747087,25337,102836,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-24,-1,48,-26,-12,6
United States,USA,,,20200531,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1770384,23297,103781,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-23,-4,47,-30,-16,5
United States,USA,,,20200601,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1790191,19807,104383,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-18,-2,28,-36,-37,12
United States,USA,,,20200602,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1811277,21086,105147,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-18,0,35,-36,-37,13
United States,USA,,,20200603,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1831821,20544,106181,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-16,1,33,-35,-37,13
United States,USA,,,20200604,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1851520,19699,107175,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-18,1,40,-35,-37,13
United States,USA,,,20200605,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1872660,21140,108211,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-20,-2,34,-34,-36,13
United States,USA,,,20200606,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1897838,25178,109143,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-21,1,51,-25,-13,5
United States,USA,,,20200607,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1920061,22223,109802,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-19,-2,53,-28,-16,4
United States,USA,,,20200608,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1942363,22302,110514,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-16,-2,39,-34,-36,11
United States,USA,,,20200609,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1961185,18822,111007,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-16,-1,36,-34,-36,12
United States,USA,,,20200610,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,1979850,18665,112006,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-14,-1,40,-33,-36,12
United States,USA,,,20200611,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2000464,20614,112924,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-15,0,49,-33,-36,12
United States,USA,,,20200612,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2023347,22883,113820,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-17,-1,57,-30,-35,11
United States,USA,,,20200613,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2048986,25639,114669,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-18,2,74,-20,-10,4
United States,USA,,,20200614,3,0,3,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2074526,25540,115436,72.69,72.69,72.14,72.14,70.83,70.83,72.22,72.22,62.5,62.5,-16,-2,68,-23,-13,3
United States,USA,,,20200615,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2094069,19543,115732,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-14,-2,45,-32,-35,11
United States,USA,,,20200616,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2114026,19957,116127,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-13,1,57,-31,-36,11
United States,USA,,,20200617,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2137731,23705,116963,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-12,0,58,-31,-36,11
United States,USA,,,20200618,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2163290,25559,117717,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-13,1,59,-31,-36,11
United States,USA,,,20200619,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2191052,27762,118434,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-15,0,60,-28,-36,9
United States,USA,,,20200620,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2220961,29909,119112,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-17,6,69,-20,-11,3
United States,USA,,,20200621,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2255119,34158,119719,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-17,2,59,-23,-13,2
United States,USA,,,20200622,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2280912,25793,119975,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-16,-5,43,-32,-38,11
United States,USA,,,20200623,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2312302,31390,120402,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-13,0,54,-30,-38,11
United States,USA,,,20200624,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2347022,34720,121228,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-12,-1,57,-30,-36,11
United States,USA,,,20200625,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2381361,34339,121979,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-13,1,64,-29,-36,11
United States,USA,,,20200626,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2422310,40949,124416,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-17,-3,57,-28,-36,11
United States,USA,,,20200627,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2467837,45527,125039,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-19,-1,62,-20,-12,4
United States,USA,,,20200628,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2510323,42486,125539,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-17,-4,55,-22,-12,3
United States,USA,,,20200629,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2548996,38673,125804,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-13,-3,46,-31,-36,10
United States,USA,,,20200630,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,3,0,,2590552,41556,126140,68.98,68.98,68.57,68.57,68.45,68.45,69.44,69.44,62.5,62.5,-10,1,50,-30,-37,11
United States,USA,,,20200701,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,2634432,43880,127410,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-7,4,54,-27,-37,10
United States,USA,,,20200702,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,2686480,52048,128062,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-4,11,77,-24,-39,10
United States,USA,,,20200703,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,2739879,53399,128740,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-10,11,86,-30,-57,14
United States,USA,,,20200704,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,2794321,54442,129434,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-35,-2,81,-30,-28,5
United States,USA,,,20200705,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,2839542,45221,129676,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-22,-10,53,-23,-19,3
United States,USA,,,20200706,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,2888635,49093,129947,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-13,-2,48,-30,-41,11
United States,USA,,,20200707,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,1600000000,4,0,,2938625,49990,130306,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-13,0,51,-29,-39,11
United States,USA,,,20200708,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,2996098,57473,131480,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-12,-1,52,-30,-37,11
United States,USA,,,20200709,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3055004,58906,132309,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-13,1,59,-30,-38,11
United States,USA,,,20200710,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3118008,63004,133291,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-18,-4,43,-31,-37,11
United States,USA,,,20200711,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3184633,66625,134097,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-19,0,62,-21,-12,4
United States,USA,,,20200712,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3247684,63051,134814,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-17,-3,64,-23,-15,3
United States,USA,,,20200713,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3304942,57258,135205,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-13,-2,53,-31,-38,10
United States,USA,,,20200714,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3363056,58114,135605,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-12,0,59,-31,-38,11
United States,USA,,,20200715,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3431574,68518,136466,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-12,-1,56,-31,-37,11
United States,USA,,,20200716,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3499291,67717,137419,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-13,0,62,-31,-37,11
United States,USA,,,20200717,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3576221,76930,138358,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-17,-3,54,-29,-37,11
United States,USA,,,20200718,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3647715,71494,139266,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-19,-1,74,-21,-13,4
United States,USA,,,20200719,3,0,2,0,2,0,4,0,1,0,2,0,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3711464,63749,140119,68.98,68.98,68.57,68.57,70.24,70.24,71.53,71.53,62.5,62.5,-17,-4,60,-24,-16,3
United States,USA,,,20200720,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3773260,61796,140534,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-14,-4,51,-32,-38,10
United States,USA,,,20200721,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3830010,56750,140906,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-13,-2,54,-32,-38,11
United States,USA,,,20200722,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,1950000,2,1,3,1,0,1950000000,4,0,,3902058,72048,142066,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-13,-3,47,-32,-37,11
United States,USA,,,20200723,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,3970906,68848,143190,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-14,-2,55,-31,-37,11
United States,USA,,,20200724,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4034102,63196,144242,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-17,-4,55,-30,-37,11
United States,USA,,,20200725,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4112529,78427,145546,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-19,-2,77,-21,-13,4
United States,USA,,,20200726,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,472000000,4,0,,4178027,65498,146460,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-17,-5,65,-24,-16,3
United States,USA,,,20200727,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,,4,0,,4234020,55993,146935,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-14,-4,48,-32,-38,10
United States,USA,,,20200728,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4290263,56243,148011,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-14,-3,53,-32,-38,11
United States,USA,,,20200729,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4351997,61734,149256,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-13,-3,56,-31,-38,10
United States,USA,,,20200730,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4426982,74985,150713,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-13,-2,56,-31,-38,11
United States,USA,,,20200731,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4495014,68032,152070,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-14,-2,56,-28,-37,10
United States,USA,,,20200801,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4562037,67023,153314,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-17,0,69,-20,-14,4
United States,USA,,,20200802,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4620444,58407,154447,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-16,-4,52,-24,-17,3
United States,USA,,,20200803,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,,4,0,,4667955,47511,154860,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-12,-1,47,-31,-38,10
United States,USA,,,20200804,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,,4,0,,4713562,45607,155403,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-13,-3,48,-33,-39,11
United States,USA,,,20200805,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,1000000000,4,0,,4771087,57525,156806,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-11,-2,61,-30,-37,10
United States,USA,,,20200806,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,,0,2,1,3,1,0,0,4,0,,4823891,52804,158256,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-13,-2,62,-30,-37,10
United States,USA,,,20200807,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4883646,59755,160104,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-15,-5,57,-29,-37,10
United States,USA,,,20200808,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4941796,58150,161356,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-17,-1,79,-20,-13,3
United States,USA,,,20200809,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,4998017,56221,162425,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-15,-4,66,-22,-16,2
United States,USA,,,20200810,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,5044864,46847,162938,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-14,-5,47,-32,-38,9
United States,USA,,,20200811,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,5094394,49530,163461,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-13,-3,57,-31,-38,10
United States,USA,,,20200812,3,0,2,0,2,0,4,0,1,0,1,1,2,0,3,2,0,1,0,0,2,1,3,1,0,0,4,0,,5141207,46813,164537,67.13,67.13,68.57,68.57,69.05,69.05,70.14,70.14,62.5,62.5,-13,-4,51,-32,-37,10
